complex_id,ba_value,ba_measure,ligand_id,protein_id,pdb_id,pdb_lignum,target_chain
davisBC023952,5.0,KIKD,davisDC000056,davisPT000195,,###,#
davisBC023953,5.0,KIKD,davisDC000056,davisPT000339,,###,#
davisBC023954,5.0,KIKD,davisDC000056,davisPT000237,,###,#
davisBC023955,5.0,KIKD,davisDC000056,davisPT000286,,###,#
davisBC023956,5.920818754,KIKD,davisDC000056,davisPT000073,,###,#
davisBC023957,5.0,KIKD,davisDC000056,davisPT000004,,###,#
davisBC023958,5.0,KIKD,davisDC000056,davisPT000143,,###,#
davisBC023959,5.0,KIKD,davisDC000056,davisPT000244,,###,#
davisBC023960,5.0,KIKD,davisDC000056,davisPT000311,,###,#
davisBC023961,5.0,KIKD,davisDC000056,davisPT000374,,###,#
davisBC023962,5.0,KIKD,davisDC000056,davisPT000275,,###,#
davisBC023963,5.0,KIKD,davisDC000056,davisPT000180,,###,#
davisBC023964,6.920818754,KIKD,davisDC000056,davisPT000426,,###,#
davisBC023965,5.0,KIKD,davisDC000056,davisPT000223,,###,#
davisBC023966,5.0,KIKD,davisDC000056,davisPT000202,,###,#
davisBC023967,5.0,KIKD,davisDC000056,davisPT000191,,###,#
davisBC023968,5.0,KIKD,davisDC000056,davisPT000010,,###,#
davisBC023969,5.0,KIKD,davisDC000056,davisPT000158,,###,#
davisBC023970,5.0,KIKD,davisDC000056,davisPT000181,,###,#
davisBC023971,5.0,KIKD,davisDC000056,davisPT000332,,###,#
davisBC023972,5.0,KIKD,davisDC000056,davisPT000047,,###,#
davisBC023973,6.769551079,KIKD,davisDC000056,davisPT000272,,###,#
davisBC023974,5.0,KIKD,davisDC000056,davisPT000022,,###,#
davisBC023975,5.0,KIKD,davisDC000056,davisPT000204,,###,#
davisBC023976,5.0,KIKD,davisDC000056,davisPT000280,,###,#
davisBC023977,7.823908741,KIKD,davisDC000056,davisPT000133,,###,#
davisBC023978,5.0,KIKD,davisDC000056,davisPT000169,,###,#
davisBC023979,5.537602002,KIKD,davisDC000056,davisPT000389,,###,#
davisBC023980,5.0,KIKD,davisDC000056,davisPT000152,,###,#
davisBC023981,5.0,KIKD,davisDC000056,davisPT000065,,###,#
davisBC023982,6.455931956,KIKD,davisDC000056,davisPT000366,,###,#
davisBC023983,5.0,KIKD,davisDC000056,davisPT000110,,###,#
davisBC023984,5.0,KIKD,davisDC000056,davisPT000419,,###,#
davisBC023985,5.0,KIKD,davisDC000056,davisPT000055,,###,#
davisBC023986,5.0,KIKD,davisDC000056,davisPT000320,,###,#
davisBC023987,5.0,KIKD,davisDC000056,davisPT000096,,###,#
davisBC023988,5.0,KIKD,davisDC000056,davisPT000080,,###,#
davisBC023989,5.0,KIKD,davisDC000056,davisPT000141,,###,#
davisBC023990,5.0,KIKD,davisDC000056,davisPT000069,,###,#
davisBC023991,5.0,KIKD,davisDC000056,davisPT000212,,###,#
davisBC023992,5.823908741,KIKD,davisDC000056,davisPT000305,,###,#
davisBC023993,5.0,KIKD,davisDC000056,davisPT000337,,###,#
davisBC023994,5.0,KIKD,davisDC000056,davisPT000422,,###,#
davisBC023995,5.0,KIKD,davisDC000056,davisPT000118,,###,#
davisBC023996,5.552841969,KIKD,davisDC000056,davisPT000403,,###,#
davisBC023997,5.0,KIKD,davisDC000056,davisPT000188,,###,#
davisBC023998,5.0,KIKD,davisDC000056,davisPT000341,,###,#
davisBC023999,5.0,KIKD,davisDC000056,davisPT000100,,###,#
davisBC024000,6.0,KIKD,davisDC000056,davisPT000236,,###,#
davisBC024001,6.853871964,KIKD,davisDC000056,davisPT000221,,###,#
davisBC024002,5.0,KIKD,davisDC000056,davisPT000160,,###,#
davisBC024003,5.0,KIKD,davisDC000056,davisPT000121,,###,#
davisBC024004,5.0,KIKD,davisDC000056,davisPT000042,,###,#
davisBC024005,5.0,KIKD,davisDC000056,davisPT000079,,###,#
davisBC024006,5.0,KIKD,davisDC000056,davisPT000326,,###,#
davisBC024007,5.207608311,KIKD,davisDC000056,davisPT000099,,###,#
davisBC024008,5.0,KIKD,davisDC000056,davisPT000129,,###,#
davisBC024009,5.0,KIKD,davisDC000056,davisPT000028,,###,#
davisBC024010,5.823908741,KIKD,davisDC000056,davisPT000093,,###,#
davisBC024011,5.0,KIKD,davisDC000056,davisPT000036,,###,#
davisBC024012,5.0,KIKD,davisDC000056,davisPT000186,,###,#
davisBC024013,8.356547324,KIKD,davisDC000056,davisPT000156,,###,#
davisBC024014,5.0,KIKD,davisDC000056,davisPT000327,,###,#
davisBC024015,5.0,KIKD,davisDC000056,davisPT000095,,###,#
davisBC024016,5.0,KIKD,davisDC000056,davisPT000030,,###,#
davisBC024017,5.0,KIKD,davisDC000056,davisPT000092,,###,#
davisBC024018,5.0,KIKD,davisDC000056,davisPT000347,,###,#
davisBC024019,7.468521083,KIKD,davisDC000056,davisPT000064,,###,#
davisBC024020,5.0,KIKD,davisDC000056,davisPT000383,,###,#
davisBC024021,5.0,KIKD,davisDC000056,davisPT000043,,###,#
davisBC024022,5.0,KIKD,davisDC000056,davisPT000060,,###,#
davisBC024023,5.0,KIKD,davisDC000056,davisPT000093,,###,#
davisBC024024,5.602059991,KIKD,davisDC000056,davisPT000192,,###,#
davisBC024025,5.0,KIKD,davisDC000056,davisPT000416,,###,#
davisBC024026,5.0,KIKD,davisDC000056,davisPT000334,,###,#
davisBC024027,5.0,KIKD,davisDC000056,davisPT000175,,###,#
davisBC024028,5.0,KIKD,davisDC000056,davisPT000217,,###,#
davisBC024029,5.0,KIKD,davisDC000056,davisPT000396,,###,#
davisBC024030,5.0,KIKD,davisDC000056,davisPT000316,,###,#
davisBC024031,5.0,KIKD,davisDC000056,davisPT000009,,###,#
davisBC024032,5.0,KIKD,davisDC000056,davisPT000382,,###,#
davisBC024033,5.0,KIKD,davisDC000056,davisPT000277,,###,#
davisBC024034,5.0,KIKD,davisDC000056,davisPT000072,,###,#
davisBC024035,5.0,KIKD,davisDC000056,davisPT000251,,###,#
davisBC024036,5.823908741,KIKD,davisDC000056,davisPT000351,,###,#
davisBC024037,5.0,KIKD,davisDC000056,davisPT000276,,###,#
davisBC024038,5.0,KIKD,davisDC000056,davisPT000265,,###,#
davisBC024039,7.769551079,KIKD,davisDC000056,davisPT000031,,###,#
davisBC024040,5.0,KIKD,davisDC000056,davisPT000106,,###,#
davisBC024041,5.337242168,KIKD,davisDC000056,davisPT000287,,###,#
davisBC024042,5.0,KIKD,davisDC000056,davisPT000222,,###,#
davisBC024043,5.167491087,KIKD,davisDC000056,davisPT000052,,###,#
davisBC024044,5.0,KIKD,davisDC000056,davisPT000313,,###,#
davisBC024045,5.0,KIKD,davisDC000056,davisPT000309,,###,#
davisBC024046,5.0,KIKD,davisDC000056,davisPT000088,,###,#
davisBC024047,5.0,KIKD,davisDC000056,davisPT000401,,###,#
davisBC024048,5.0,KIKD,davisDC000056,davisPT000112,,###,#
davisBC024049,5.920818754,KIKD,davisDC000056,davisPT000081,,###,#
davisBC024050,5.0,KIKD,davisDC000056,davisPT000301,,###,#
davisBC024051,5.0,KIKD,davisDC000056,davisPT000124,,###,#
davisBC024052,5.0,KIKD,davisDC000056,davisPT000250,,###,#
davisBC024053,5.0,KIKD,davisDC000056,davisPT000198,,###,#
davisBC024054,5.0,KIKD,davisDC000056,davisPT000238,,###,#
davisBC024055,5.0,KIKD,davisDC000056,davisPT000391,,###,#
davisBC024056,5.0,KIKD,davisDC000056,davisPT000150,,###,#
davisBC024057,5.0,KIKD,davisDC000056,davisPT000242,,###,#
davisBC024058,5.0,KIKD,davisDC000056,davisPT000114,,###,#
davisBC024059,5.0,KIKD,davisDC000056,davisPT000317,,###,#
davisBC024060,8.552841969,KIKD,davisDC000056,davisPT000241,,###,#
davisBC024061,5.0,KIKD,davisDC000056,davisPT000098,,###,#
davisBC024062,5.0,KIKD,davisDC000056,davisPT000378,,###,#
davisBC024063,5.0,KIKD,davisDC000056,davisPT000330,,###,#
davisBC024064,5.0,KIKD,davisDC000056,davisPT000425,,###,#
davisBC024065,5.0,KIKD,davisDC000056,davisPT000082,,###,#
davisBC024066,5.0,KIKD,davisDC000056,davisPT000227,,###,#
davisBC024067,5.0,KIKD,davisDC000056,davisPT000353,,###,#
davisBC024068,5.337242168,KIKD,davisDC000056,davisPT000343,,###,#
davisBC024069,5.0,KIKD,davisDC000056,davisPT000230,,###,#
davisBC024070,5.0,KIKD,davisDC000056,davisPT000097,,###,#
davisBC024071,5.0,KIKD,davisDC000056,davisPT000400,,###,#
davisBC024072,5.0,KIKD,davisDC000056,davisPT000420,,###,#
davisBC024073,5.0,KIKD,davisDC000056,davisPT000056,,###,#
davisBC024074,5.0,KIKD,davisDC000056,davisPT000231,,###,#
davisBC024075,5.0,KIKD,davisDC000056,davisPT000067,,###,#
davisBC024076,5.0,KIKD,davisDC000056,davisPT000015,,###,#
davisBC024077,5.0,KIKD,davisDC000056,davisPT000171,,###,#
davisBC024078,5.0,KIKD,davisDC000056,davisPT000176,,###,#
davisBC024079,5.0,KIKD,davisDC000056,davisPT000161,,###,#
davisBC024080,5.0,KIKD,davisDC000056,davisPT000203,,###,#
davisBC024081,5.0,KIKD,davisDC000056,davisPT000261,,###,#
davisBC024082,5.0,KIKD,davisDC000056,davisPT000315,,###,#
davisBC024083,6.958607315,KIKD,davisDC000056,davisPT000296,,###,#
davisBC024084,5.721246399,KIKD,davisDC000056,davisPT000174,,###,#
davisBC024085,5.0,KIKD,davisDC000056,davisPT000164,,###,#
davisBC024086,5.0,KIKD,davisDC000056,davisPT000408,,###,#
davisBC024087,5.0,KIKD,davisDC000056,davisPT000189,,###,#
davisBC024088,5.0,KIKD,davisDC000056,davisPT000328,,###,#
davisBC024089,5.522878745,KIKD,davisDC000056,davisPT000350,,###,#
davisBC024090,5.0,KIKD,davisDC000056,davisPT000016,,###,#
davisBC024091,5.0,KIKD,davisDC000056,davisPT000081,,###,#
davisBC024092,6.292429824,KIKD,davisDC000056,davisPT000360,,###,#
davisBC024093,5.0,KIKD,davisDC000056,davisPT000167,,###,#
davisBC024094,5.0,KIKD,davisDC000056,davisPT000413,,###,#
davisBC024095,5.0,KIKD,davisDC000056,davisPT000256,,###,#
davisBC024096,5.0,KIKD,davisDC000056,davisPT000284,,###,#
davisBC024097,5.337242168,KIKD,davisDC000056,davisPT000023,,###,#
davisBC024098,5.0,KIKD,davisDC000056,davisPT000089,,###,#
davisBC024099,5.0,KIKD,davisDC000056,davisPT000260,,###,#
davisBC024100,5.0,KIKD,davisDC000056,davisPT000005,,###,#
davisBC024101,5.0,KIKD,davisDC000056,davisPT000041,,###,#
davisBC024102,5.0,KIKD,davisDC000056,davisPT000418,,###,#
davisBC024103,5.0,KIKD,davisDC000056,davisPT000218,,###,#
davisBC024104,5.0,KIKD,davisDC000056,davisPT000358,,###,#
davisBC024105,5.0,KIKD,davisDC000056,davisPT000008,,###,#
davisBC024106,5.920818754,KIKD,davisDC000056,davisPT000226,,###,#
davisBC024107,5.0,KIKD,davisDC000056,davisPT000409,,###,#
davisBC024108,5.0,KIKD,davisDC000056,davisPT000359,,###,#
davisBC024109,5.0,KIKD,davisDC000056,davisPT000269,,###,#
davisBC024110,5.244125144,KIKD,davisDC000056,davisPT000170,,###,#
davisBC024111,8.337242168,KIKD,davisDC000056,davisPT000111,,###,#
davisBC024112,5.0,KIKD,davisDC000056,davisPT000373,,###,#
davisBC024113,5.0,KIKD,davisDC000056,davisPT000352,,###,#
davisBC024114,5.823908741,KIKD,davisDC000056,davisPT000086,,###,#
davisBC024115,5.0,KIKD,davisDC000056,davisPT000014,,###,#
davisBC024116,5.0,KIKD,davisDC000056,davisPT000205,,###,#
davisBC024117,6.408935393,KIKD,davisDC000056,davisPT000046,,###,#
davisBC024118,5.0,KIKD,davisDC000056,davisPT000266,,###,#
davisBC024119,5.0,KIKD,davisDC000056,davisPT000369,,###,#
davisBC024120,5.0,KIKD,davisDC000056,davisPT000247,,###,#
davisBC024121,5.0,KIKD,davisDC000056,davisPT000059,,###,#
davisBC024122,5.0,KIKD,davisDC000056,davisPT000074,,###,#
davisBC024123,5.0,KIKD,davisDC000056,davisPT000173,,###,#
davisBC024124,5.0,KIKD,davisDC000056,davisPT000270,,###,#
davisBC024125,5.0,KIKD,davisDC000056,davisPT000149,,###,#
davisBC024126,5.0,KIKD,davisDC000056,davisPT000011,,###,#
davisBC024127,5.0,KIKD,davisDC000056,davisPT000119,,###,#
davisBC024128,5.0,KIKD,davisDC000056,davisPT000033,,###,#
davisBC024129,5.0,KIKD,davisDC000056,davisPT000388,,###,#
davisBC024130,6.22184875,KIKD,davisDC000056,davisPT000371,,###,#
davisBC024131,5.0,KIKD,davisDC000056,davisPT000314,,###,#
davisBC024132,5.0,KIKD,davisDC000056,davisPT000368,,###,#
davisBC024133,5.0,KIKD,davisDC000056,davisPT000117,,###,#
davisBC024134,5.0,KIKD,davisDC000056,davisPT000138,,###,#
davisBC024135,5.0,KIKD,davisDC000056,davisPT000255,,###,#
davisBC024136,6.187086643,KIKD,davisDC000056,davisPT000285,,###,#
davisBC024137,5.0,KIKD,davisDC000056,davisPT000395,,###,#
davisBC024138,5.0,KIKD,davisDC000056,davisPT000182,,###,#
davisBC024139,5.769551079,KIKD,davisDC000056,davisPT000001,,###,#
davisBC024140,5.0,KIKD,davisDC000056,davisPT000210,,###,#
davisBC024141,5.0,KIKD,davisDC000056,davisPT000024,,###,#
davisBC024142,5.0,KIKD,davisDC000056,davisPT000380,,###,#
davisBC024143,5.0,KIKD,davisDC000056,davisPT000126,,###,#
davisBC024144,5.0,KIKD,davisDC000056,davisPT000201,,###,#
davisBC024145,5.0,KIKD,davisDC000056,davisPT000239,,###,#
davisBC024146,5.853871964,KIKD,davisDC000056,davisPT000387,,###,#
davisBC024147,5.721246399,KIKD,davisDC000056,davisPT000083,,###,#
davisBC024148,5.0,KIKD,davisDC000056,davisPT000185,,###,#
davisBC024149,5.0,KIKD,davisDC000056,davisPT000035,,###,#
davisBC024150,5.0,KIKD,davisDC000056,davisPT000267,,###,#
davisBC024151,5.494850022,KIKD,davisDC000056,davisPT000233,,###,#
davisBC024152,5.0,KIKD,davisDC000056,davisPT000234,,###,#
davisBC024153,5.0,KIKD,davisDC000056,davisPT000091,,###,#
davisBC024154,6.920818754,KIKD,davisDC000056,davisPT000344,,###,#
davisBC024155,7.366531544,KIKD,davisDC000056,davisPT000219,,###,#
davisBC024156,5.0,KIKD,davisDC000056,davisPT000040,,###,#
davisBC024157,5.0,KIKD,davisDC000056,davisPT000194,,###,#
davisBC024158,5.0,KIKD,davisDC000056,davisPT000319,,###,#
davisBC024159,7.420216403,KIKD,davisDC000056,davisPT000075,,###,#
davisBC024160,5.0,KIKD,davisDC000056,davisPT000162,,###,#
davisBC024161,5.0,KIKD,davisDC000056,davisPT000049,,###,#
davisBC024162,5.0,KIKD,davisDC000056,davisPT000130,,###,#
davisBC024163,5.420216403,KIKD,davisDC000056,davisPT000312,,###,#
davisBC024164,5.0,KIKD,davisDC000056,davisPT000063,,###,#
davisBC024165,5.0,KIKD,davisDC000056,davisPT000038,,###,#
davisBC024166,5.0,KIKD,davisDC000056,davisPT000017,,###,#
davisBC024167,5.0,KIKD,davisDC000056,davisPT000254,,###,#
davisBC024168,5.0,KIKD,davisDC000056,davisPT000196,,###,#
davisBC024169,5.0,KIKD,davisDC000056,davisPT000246,,###,#
davisBC024170,5.0,KIKD,davisDC000056,davisPT000062,,###,#
davisBC024171,5.0,KIKD,davisDC000056,davisPT000423,,###,#
davisBC024172,5.522878745,KIKD,davisDC000056,davisPT000197,,###,#
davisBC024173,5.537602002,KIKD,davisDC000056,davisPT000085,,###,#
davisBC024174,5.0,KIKD,davisDC000056,davisPT000019,,###,#
davisBC024175,5.920818754,KIKD,davisDC000056,davisPT000229,,###,#
davisBC024176,5.37675071,KIKD,davisDC000056,davisPT000390,,###,#
davisBC024177,5.0,KIKD,davisDC000056,davisPT000348,,###,#
davisBC024178,5.0,KIKD,davisDC000056,davisPT000365,,###,#
davisBC024179,5.0,KIKD,davisDC000056,davisPT000290,,###,#
davisBC024180,5.318758763,KIKD,davisDC000056,davisPT000076,,###,#
davisBC024181,5.0,KIKD,davisDC000056,davisPT000321,,###,#
davisBC024182,5.0,KIKD,davisDC000056,davisPT000146,,###,#
davisBC024183,5.0,KIKD,davisDC000056,davisPT000325,,###,#
davisBC024184,6.619788758,KIKD,davisDC000056,davisPT000007,,###,#
davisBC024185,5.0,KIKD,davisDC000056,davisPT000070,,###,#
davisBC024186,5.619788758,KIKD,davisDC000056,davisPT000415,,###,#
davisBC024187,5.0,KIKD,davisDC000056,davisPT000412,,###,#
davisBC024188,5.0,KIKD,davisDC000056,davisPT000292,,###,#
davisBC024189,5.0,KIKD,davisDC000056,davisPT000018,,###,#
davisBC024190,5.744727495,KIKD,davisDC000056,davisPT000322,,###,#
davisBC024191,5.0,KIKD,davisDC000056,davisPT000177,,###,#
davisBC024192,5.0,KIKD,davisDC000056,davisPT000291,,###,#
davisBC024193,5.0,KIKD,davisDC000056,davisPT000318,,###,#
davisBC024194,5.0,KIKD,davisDC000056,davisPT000404,,###,#
davisBC024195,5.920818754,KIKD,davisDC000056,davisPT000421,,###,#
davisBC024196,5.0,KIKD,davisDC000056,davisPT000216,,###,#
davisBC024197,5.0,KIKD,davisDC000056,davisPT000190,,###,#
davisBC024198,5.180456064,KIKD,davisDC000056,davisPT000026,,###,#
davisBC024199,6.346787486,KIKD,davisDC000056,davisPT000235,,###,#
davisBC024200,5.455931956,KIKD,davisDC000056,davisPT000136,,###,#
davisBC024201,5.283996656,KIKD,davisDC000056,davisPT000300,,###,#
davisBC024202,7.301029996,KIKD,davisDC000056,davisPT000345,,###,#
davisBC024203,5.0,KIKD,davisDC000056,davisPT000407,,###,#
davisBC024204,5.823908741,KIKD,davisDC000056,davisPT000032,,###,#
davisBC024205,5.0,KIKD,davisDC000056,davisPT000037,,###,#
davisBC024206,5.0,KIKD,davisDC000056,davisPT000184,,###,#
davisBC024207,5.0,KIKD,davisDC000056,davisPT000034,,###,#
davisBC024208,5.0,KIKD,davisDC000056,davisPT000134,,###,#
davisBC024209,5.0,KIKD,davisDC000056,davisPT000283,,###,#
davisBC024210,5.0,KIKD,davisDC000056,davisPT000398,,###,#
davisBC024211,5.0,KIKD,davisDC000056,davisPT000282,,###,#
davisBC024212,5.0,KIKD,davisDC000056,davisPT000228,,###,#
davisBC024213,5.0,KIKD,davisDC000056,davisPT000208,,###,#
davisBC024214,5.0,KIKD,davisDC000056,davisPT000259,,###,#
davisBC024215,5.420216403,KIKD,davisDC000056,davisPT000023,,###,#
davisBC024216,5.0,KIKD,davisDC000056,davisPT000297,,###,#
davisBC024217,5.0,KIKD,davisDC000056,davisPT000411,,###,#
davisBC024218,5.102372909,KIKD,davisDC000056,davisPT000105,,###,#
davisBC024219,5.958607315,KIKD,davisDC000056,davisPT000051,,###,#
davisBC024220,5.0,KIKD,davisDC000056,davisPT000057,,###,#
davisBC024221,5.638272164,KIKD,davisDC000056,davisPT000068,,###,#
davisBC024222,6.853871964,KIKD,davisDC000056,davisPT000109,,###,#
davisBC024223,5.0,KIKD,davisDC000056,davisPT000243,,###,#
davisBC024224,5.0,KIKD,davisDC000056,davisPT000340,,###,#
davisBC024225,5.0,KIKD,davisDC000056,davisPT000263,,###,#
davisBC024226,6.327902142,KIKD,davisDC000056,davisPT000417,,###,#
davisBC024227,5.200659451,KIKD,davisDC000056,davisPT000115,,###,#
davisBC024228,5.0,KIKD,davisDC000056,davisPT000224,,###,#
davisBC024229,5.0,KIKD,davisDC000056,davisPT000279,,###,#
davisBC024230,5.853871964,KIKD,davisDC000056,davisPT000061,,###,#
davisBC024231,5.0,KIKD,davisDC000056,davisPT000329,,###,#
davisBC024232,8.408935393,KIKD,davisDC000056,davisPT000048,,###,#
davisBC024233,5.0,KIKD,davisDC000056,davisPT000342,,###,#
davisBC024234,5.0,KIKD,davisDC000056,davisPT000302,,###,#
davisBC024235,5.552841969,KIKD,davisDC000056,davisPT000125,,###,#
davisBC024236,5.0,KIKD,davisDC000056,davisPT000295,,###,#
davisBC024237,5.0,KIKD,davisDC000056,davisPT000066,,###,#
davisBC024238,5.0,KIKD,davisDC000056,davisPT000206,,###,#
davisBC024239,5.0,KIKD,davisDC000056,davisPT000166,,###,#
davisBC024240,5.366531544,KIKD,davisDC000056,davisPT000304,,###,#
davisBC024241,5.0,KIKD,davisDC000056,davisPT000139,,###,#
davisBC024242,5.0,KIKD,davisDC000056,davisPT000207,,###,#
davisBC024243,5.0,KIKD,davisDC000056,davisPT000137,,###,#
davisBC024244,5.408935393,KIKD,davisDC000056,davisPT000399,,###,#
davisBC024245,6.397940009,KIKD,davisDC000056,davisPT000310,,###,#
davisBC024246,6.173925197,KIKD,davisDC000056,davisPT000108,,###,#
davisBC024247,5.0,KIKD,davisDC000056,davisPT000245,,###,#
davisBC024248,5.0,KIKD,davisDC000056,davisPT000003,,###,#
davisBC024249,5.0,KIKD,davisDC000056,davisPT000410,,###,#
davisBC024250,5.420216403,KIKD,davisDC000056,davisPT000252,,###,#
davisBC024251,5.0,KIKD,davisDC000056,davisPT000370,,###,#
davisBC024252,5.0,KIKD,davisDC000056,davisPT000039,,###,#
davisBC024253,5.0,KIKD,davisDC000056,davisPT000271,,###,#
davisBC024254,6.677780705,KIKD,davisDC000056,davisPT000193,,###,#
davisBC024255,5.0,KIKD,davisDC000056,davisPT000372,,###,#
davisBC024256,5.0,KIKD,davisDC000056,davisPT000020,,###,#
davisBC024257,5.0,KIKD,davisDC000056,davisPT000107,,###,#
davisBC024258,5.0,KIKD,davisDC000056,davisPT000187,,###,#
davisBC024259,5.0,KIKD,davisDC000056,davisPT000090,,###,#
davisBC024260,5.0,KIKD,davisDC000056,davisPT000142,,###,#
davisBC024261,5.259637311,KIKD,davisDC000056,davisPT000086,,###,#
davisBC024262,5.657577319,KIKD,davisDC000056,davisPT000123,,###,#
davisBC024263,5.0,KIKD,davisDC000056,davisPT000306,,###,#
davisBC024264,5.0,KIKD,davisDC000056,davisPT000406,,###,#
davisBC024265,5.0,KIKD,davisDC000056,davisPT000385,,###,#
davisBC024266,5.0,KIKD,davisDC000056,davisPT000178,,###,#
davisBC024267,5.0,KIKD,davisDC000056,davisPT000375,,###,#
davisBC024268,5.0,KIKD,davisDC000056,davisPT000140,,###,#
davisBC024269,7.022276395,KIKD,davisDC000057,davisPT000410,,###,#
davisBC024270,7.337242168,KIKD,davisDC000057,davisPT000083,,###,#
davisBC024271,5.0,KIKD,davisDC000057,davisPT000251,,###,#
davisBC024272,5.0,KIKD,davisDC000057,davisPT000339,,###,#
davisBC024273,6.387216143,KIKD,davisDC000057,davisPT000067,,###,#
davisBC024274,6.397940009,KIKD,davisDC000057,davisPT000309,,###,#
davisBC024275,7.091514981,KIKD,davisDC000057,davisPT000045,,###,#
davisBC024276,7.356547324,KIKD,davisDC000057,davisPT000095,,###,#
davisBC024277,6.585026652,KIKD,davisDC000057,davisPT000373,,###,#
davisBC024278,5.0,KIKD,davisDC000057,davisPT000232,,###,#
davisBC024279,6.455931956,KIKD,davisDC000057,davisPT000054,,###,#
davisBC024280,6.657577319,KIKD,davisDC000057,davisPT000168,,###,#
davisBC024281,5.0,KIKD,davisDC000057,davisPT000080,,###,#
davisBC024282,5.0,KIKD,davisDC000057,davisPT000330,,###,#
davisBC024283,5.455931956,KIKD,davisDC000057,davisPT000318,,###,#
davisBC024284,5.356547324,KIKD,davisDC000057,davisPT000160,,###,#
davisBC024285,7.244125144,KIKD,davisDC000057,davisPT000350,,###,#
davisBC024286,6.552841969,KIKD,davisDC000057,davisPT000103,,###,#
davisBC024287,7.142667504,KIKD,davisDC000057,davisPT000389,,###,#
davisBC024288,6.795880017,KIKD,davisDC000057,davisPT000017,,###,#
davisBC024289,7.086186148,KIKD,davisDC000057,davisPT000190,,###,#
davisBC024290,6.075720714,KIKD,davisDC000057,davisPT000075,,###,#
davisBC024291,8.568636236,KIKD,davisDC000057,davisPT000186,,###,#
davisBC024292,6.602059991,KIKD,davisDC000057,davisPT000154,,###,#
davisBC024293,5.0,KIKD,davisDC000057,davisPT000070,,###,#
davisBC024294,7.508638306,KIKD,davisDC000057,davisPT000391,,###,#
davisBC024295,7.638272164,KIKD,davisDC000057,davisPT000073,,###,#
davisBC024296,5.602059991,KIKD,davisDC000057,davisPT000053,,###,#
davisBC024297,7.187086643,KIKD,davisDC000057,davisPT000010,,###,#
davisBC024298,5.022276395,KIKD,davisDC000057,davisPT000012,,###,#
davisBC024299,6.795880017,KIKD,davisDC000057,davisPT000394,,###,#
davisBC024300,5.0,KIKD,davisDC000057,davisPT000421,,###,#
davisBC024301,8.30980392,KIKD,davisDC000057,davisPT000289,,###,#
davisBC024302,5.0,KIKD,davisDC000057,davisPT000194,,###,#
davisBC024303,7.244125144,KIKD,davisDC000057,davisPT000204,,###,#
davisBC024304,8.698970004,KIKD,davisDC000057,davisPT000108,,###,#
davisBC024305,6.721246399,KIKD,davisDC000057,davisPT000030,,###,#
davisBC024306,6.552841969,KIKD,davisDC000057,davisPT000417,,###,#
davisBC024307,8.148741651,KIKD,davisDC000057,davisPT000093,,###,#
davisBC024308,6.455931956,KIKD,davisDC000057,davisPT000345,,###,#
davisBC024309,5.0,KIKD,davisDC000057,davisPT000226,,###,#
davisBC024310,6.050609993,KIKD,davisDC000057,davisPT000412,,###,#
davisBC024311,5.0,KIKD,davisDC000057,davisPT000283,,###,#
davisBC024312,5.0,KIKD,davisDC000057,davisPT000261,,###,#
davisBC024313,5.958607315,KIKD,davisDC000057,davisPT000139,,###,#
davisBC024314,5.0,KIKD,davisDC000057,davisPT000358,,###,#
davisBC024315,6.552841969,KIKD,davisDC000057,davisPT000021,,###,#
davisBC024316,5.0,KIKD,davisDC000057,davisPT000218,,###,#
davisBC024317,5.0,KIKD,davisDC000057,davisPT000161,,###,#
davisBC024318,6.408935393,KIKD,davisDC000057,davisPT000335,,###,#
davisBC024319,6.187086643,KIKD,davisDC000057,davisPT000245,,###,#
davisBC024320,7.769551079,KIKD,davisDC000057,davisPT000380,,###,#
davisBC024321,7.886056648,KIKD,davisDC000057,davisPT000276,,###,#
davisBC024322,8.065501549,KIKD,davisDC000057,davisPT000109,,###,#
davisBC024323,6.698970004,KIKD,davisDC000057,davisPT000086,,###,#
davisBC024324,7.096910013,KIKD,davisDC000057,davisPT000397,,###,#
davisBC024325,7.37675071,KIKD,davisDC000057,davisPT000290,,###,#
davisBC024326,5.0,KIKD,davisDC000057,davisPT000002,,###,#
davisBC024327,7.677780705,KIKD,davisDC000057,davisPT000398,,###,#
davisBC024328,5.026872146,KIKD,davisDC000057,davisPT000332,,###,#
davisBC024329,5.0,KIKD,davisDC000057,davisPT000184,,###,#
davisBC024330,6.769551079,KIKD,davisDC000057,davisPT000086,,###,#
davisBC024331,6.26760624,KIKD,davisDC000057,davisPT000304,,###,#
davisBC024332,6.958607315,KIKD,davisDC000057,davisPT000031,,###,#
davisBC024333,6.292429824,KIKD,davisDC000057,davisPT000181,,###,#
davisBC024334,7.886056648,KIKD,davisDC000057,davisPT000146,,###,#
davisBC024335,7.091514981,KIKD,davisDC000057,davisPT000133,,###,#
davisBC024336,6.721246399,KIKD,davisDC000057,davisPT000258,,###,#
davisBC024337,8.853871964,KIKD,davisDC000057,davisPT000106,,###,#
davisBC024338,7.327902142,KIKD,davisDC000057,davisPT000079,,###,#
davisBC024339,6.37675071,KIKD,davisDC000057,davisPT000281,,###,#
davisBC024340,5.0,KIKD,davisDC000057,davisPT000043,,###,#
davisBC024341,7.920818754,KIKD,davisDC000057,davisPT000183,,###,#
davisBC024342,7.173925197,KIKD,davisDC000057,davisPT000279,,###,#
